TDOI,ID,English,Finnish,"Upper LTK group","LTK group name"
05232,404,,,,
05233,404,,,,
05234,404,,,,
05235,404,,,,
05236,404,,,,
05237,404,,,,
05238,404,,,,
05239,404,,,,
05240,404,,,,
05241,404,,,,
05242,404,,,,
05243,404,,,,
05244,404,,,,
05245,404,,,,
05246,404,,,,
05247,404,,,,
05248,404,,,,
05249,404,,,,
05250,404,,,,
05251,404,,,,
05252,404,,,,
05253,404,,,,
05254,404,,,,
05255,404,,,,
05256,404,,,,
05257,404,,,,
05258,404,,,,
05259,404,,,,
05260,404,,,,
05261,404,,,,
05262,404,,,,
05263,404,,,,
05264,404,,,,
05265,404,,,,
05266,404,,,,
05267,404,,,,
05268,404,,,,
05269,404,,,,
05270,404,,,,
05271,404,,,,
05272,404,,,,
05273,404,,,,
05274,404,,,,
05275,404,,,,
05276,404,,,,
05277,404,,,,
05278,404,,,,
05279,404,,,,
05280,404,,,,
05281,404,,,,
05282,404,,,,
05283,404,,,,
05284,404,,,,
05285,404,,,,
05286,404,,,,
05287,404,,,,
05288,404,,,,
05289,404,,,,
05290,404,,,,
05291,404,,,,
05292,404,,,,
05293,404,,,,
05294,404,,,,
05295,404,,,,
05296,404,,,,
05297,404,,,,
05298,404,,,,
05299,404,,,,
05300,404,,,,
05301,404,,,,
05302,404,,,,
05303,404,,,,
05304,404,,,,
05305,404,,,,
05306,404,,,,
05307,404,,,,
05308,404,,,,
05309,404,,,,
05310,404,,,,
05311,404,,,,
05312,404,,,,
05313,404,,,,
05314,404,,,,
05315,404,,,,
05316,404,,,,
05317,404,,,,
05318,404,,,,
05319,404,,,,
05320,404,,,,
05321,404,,,,
05322,404,,,,
05323,404,,,,
05324,404,,,,
05325,404,,,,
05326,404,,,,
05327,404,,,,
05328,404,,,,
05329,404,,,,
05330,404,,,,
05331,404,,,,
05332,404,,,,
05333,404,,,,
05334,404,,,,
05335,404,,,,
05336,404,,,,
05337,404,,,,
05338,404,,,,
05339,404,,,,
05340,404,,,,
05341,404,,,,
05342,404,,,,
05343,404,,,,
05344,404,,,,
05345,404,,,,
05346,404,,,,
05347,404,,,,
05348,404,,,,
05349,404,,,,
05350,404,,,,
05351,404,,,,
05352,404,,,,
05353,404,,,,
05354,404,,,,
05355,404,,,,
05356,404,,,,
05357,404,,,,
05358,404,,,,
05359,404,,,,
05360,404,,,,
05361,404,,,,
05362,404,,,,
05363,404,,,,
05364,404,,,,
05365,404,,,,
05366,404,,,,
05367,404,,,,
05368,404,,,,
05369,404,,,,
05370,404,,,,
05371,404,,,,
05372,404,,,,
05373,404,,,,
05374,404,,,,
05375,404,,,,
05376,404,,,,
05377,404,,,,
05378,404,,,,
05379,404,,,,
05380,404,,,,
05381,404,,,,
05382,404,,,,
05383,404,,,,
05384,404,,,,
05385,404,,,,
05386,404,,,,
05387,404,,,,
05388,404,,,,
05389,404,,,,
05390,404,,,,
05391,404,,,,
05392,404,,,,
05393,404,,,,
05394,404,,,,
05395,404,,,,
05396,404,,,,
05397,404,,,,
05398,404,,,,
05399,404,,,,
05400,404,,,,
05401,404,,,,
05402,404,,,,
05403,404,,,,
05404,404,,,,
05405,404,,,,
05406,404,,,,
05407,404,,,,
05408,404,,,,
05409,404,,,,
05410,404,,,,
05411,404,,,,
05412,404,,,,
05413,404,,,,
05414,404,,,,
05415,404,,,,
05416,404,,,,
05417,404,,,,
05418,404,,,,
05419,404,,,,
05420,404,,,,
05421,404,,,,
05422,404,,,,
05423,404,,,,
05424,404,,,,
05425,404,,,,
05426,404,,,,
05427,404,,,,
05428,404,,,,
05429,404,,,,
05430,404,,,,
05431,404,,,,
05432,404,,,,
05433,404,,,,
05434,404,,,,
05435,404,,,,
05436,404,,,,
05437,404,,,,
05438,404,,,,
05439,404,,,,
05440,404,,,,
05441,404,,,,
05442,404,,,,
05443,404,,,,
05444,404,,,,
05445,404,,,,
05446,404,,,,
05447,404,,,,
05448,404,,,,
05449,404,,,,
05450,404,,,,
05451,404,,,,
05452,404,,,,
05453,404,,,,
05454,404,,,,
05455,404,,,,
05456,404,,,,
05457,404,,,,
05458,404,,,,
05459,404,,,,
05460,404,,,,
05461,404,,,,
05462,404,,,,
05463,404,,,,
05464,404,,,,
05465,404,,,,
05466,404,,,,
05467,404,,,,
05468,404,,,,
05469,404,,,,
05470,404,,,,
05471,404,,,,
05472,404,,,,
05473,404,,,,
05474,404,,,,
05475,404,,,,
05476,404,,,,
05477,404,,,,
05478,404,,,,
05479,404,,,,
05480,404,,,,
05481,404,,,,
05482,404,,,,
05483,404,,,,
05484,404,,,,
05485,404,,,,
05486,404,,,,
05487,404,,,,
05488,404,,,,
05489,404,,,,
05490,404,,,,
05491,404,,,,
05492,404,,,,
05493,404,,,,
05494,404,,,,
05495,404,,,,
05496,404,,,,
05497,404,,,,
05498,404,,,,
05499,404,,,,
05500,404,,,,
05501,404,,,,
05502,404,,,,
05503,404,,,,
05504,404,,,,
05505,404,,,,
05506,404,,,,
05507,404,,,,
05508,404,,,,
05509,404,,,,
05510,404,,,,
05511,404,,,,
05512,404,,,,
05513,404,,,,
05514,404,,,,
05515,404,,,,
05516,404,,,,
05517,404,,,,
05518,404,,,,
05519,404,,,,
05520,404,,,,
05521,404,,,,
05522,404,,,,
05523,404,,,,
05524,404,,,,
05525,404,,,,
05526,404,,,,
05527,404,,,,
05528,404,,,,
05529,404,,,,
05530,404,,,,
05531,404,,,,
05532,404,,,,
05533,404,,,,
05534,404,,,,
05535,404,,,,
05536,404,,,,
05537,404,,,,
05538,404,,,,
05539,404,,,,
05540,404,,,,
05541,404,,,,
05542,404,,,,
05543,404,,,,
05544,404,,,,
05545,404,,,,
05546,404,,,,
05547,404,,,,
05548,404,,,,
05549,404,,,,
05550,404,,,,
05551,404,,,,
05552,404,,,,
05553,404,,,,
05554,404,,,,
05555,404,,,,
05556,404,,,,
05557,404,,,,
05558,404,,,,
05559,404,,,,
05560,404,,,,
05561,404,,,,
05562,404,,,,
05563,404,,,,
05564,404,,,,
05565,404,,,,
05566,404,,,,
05567,404,,,,
05568,404,,,,
05569,404,,,,
05570,404,,,,
05571,404,,,,
05572,404,,,,
05573,404,,,,
05574,404,,,,
05575,404,,,,
05576,404,,,,
05577,404,,,,
05578,404,,,,
05579,404,,,,
05580,404,,,,
05581,404,,,,
05582,404,,,,
05583,404,,,,
05584,404,,,,
05585,404,,,,
05586,404,,,,
05587,404,,,,
05588,404,,,,
05589,404,,,,
05590,404,,,,
05591,404,,,,
05592,404,,,,
05593,404,,,,
05594,404,,,,
05595,404,,,,
05596,404,,,,
05597,404,,,,
05598,404,,,,
05599,404,,,,
05600,404,,,,
05601,404,,,,
05602,404,,,,
05603,404,,,,
05604,404,,,,
05605,404,,,,
05606,404,,,,
05607,404,,,,
05608,404,,,,
05609,404,,,,
05610,404,,,,
05611,404,,,,
05612,404,,,,
05613,404,,,,
05614,404,,,,
05615,404,,,,
05616,404,,,,
05617,404,,,,
05618,404,,,,
05619,404,,,,
05620,404,,,,
05621,404,,,,
05622,404,,,,
05623,404,,,,
05624,404,,,,
05625,404,,,,
05626,404,,,,
05627,404,,,,
05628,404,,,,
05629,404,,,,
05630,404,,,,
05631,404,,,,
05632,404,,,,
05633,404,,,,
05634,404,,,,
05635,404,,,,
05636,404,,,,
05637,404,,,,
05638,404,,,,
05639,404,,,,
05640,404,,,,
05641,404,,,,
05642,404,,,,
05643,404,,,,
05644,404,,,,
05645,404,,,,
05646,404,,,,
05647,404,,,,
05648,404,,,,
05649,404,,,,
05650,404,,,,
05651,404,,,,
05652,404,,,,
05653,404,,,,
05654,404,,,,
05655,404,,,,
05656,404,,,,
05657,404,,,,
05658,404,,,,
05659,404,,,,
05660,404,,,,
05661,404,,,,
05662,404,,,,
05663,404,,,,
05664,404,,,,
05665,404,,,,
05666,404,,,,
05667,404,,,,
05668,404,,,,
05669,404,,,,
05670,404,,,,
05671,404,,,,
05672,404,,,,
05673,404,,,,
05674,404,,,,
05675,404,,,,
05676,404,,,,
05677,404,,,,
05678,404,,,,
05679,404,,,,
05680,404,,,,
05681,404,,,,
05682,404,,,,
05683,404,,,,
05684,404,,,,
05685,404,,,,
05686,404,,,,
05687,404,,,,
05688,404,,,,
05689,404,,,,
05690,404,,,,
05691,404,,,,
05692,404,,,,
05693,404,,,,
05694,404,,,,
05695,404,,,,
05696,404,,,,
05697,404,,,,
05698,404,,,,
05699,404,,,,
05700,404,,,,
05701,404,,,,
05702,404,,,,
05703,404,,,,
05704,404,,,,
05705,404,,,,
05706,404,,,,
05707,404,,,,
05708,404,,,,
05709,404,,,,
05710,404,,,,
05711,404,,,,
05712,404,,,,
05713,404,,,,
05714,404,,,,
05715,404,,,,
05716,404,,,,
05717,404,,,,
05718,404,,,,
05719,404,,,,
05720,404,,,,
05721,404,,,,
05722,404,,,,
05723,404,,,,
05724,404,,,,
05725,404,,,,
05726,404,,,,
05727,404,,,,
05728,404,,,,
05729,404,,,,
05730,404,,,,
05731,404,,,,
05732,404,,,,
05733,404,,,,
05734,404,,,,
05735,404,,,,
05736,404,,,,
05737,404,,,,
05738,404,,,,
05739,404,,,,
05740,404,,,,
05741,404,,,,
05742,404,,,,
05743,404,,,,
05744,404,,,,
05745,404,,,,
05746,404,,,,
05747,404,,,,
05748,404,,,,
05749,404,,,,
05750,404,,,,
05751,404,,,,
05752,404,,,,
05753,404,,,,
05754,404,,,,
05755,404,,,,
05756,404,,,,
05757,404,,,,
05758,404,,,,
05759,404,,,,
05760,404,,,,
05761,404,,,,
05762,404,,,,
05763,404,,,,
05764,404,,,,
05765,404,,,,
05766,404,,,,
05767,404,,,,
05768,404,,,,
05769,404,,,,
05770,404,,,,
05771,404,,,,
05772,404,,,,
05773,404,,,,
05774,404,,,,
05775,404,,,,
05776,404,,,,
05777,404,,,,
05778,404,,,,
05779,404,,,,
05780,404,,,,
05781,404,,,,
05782,404,,,,
05783,404,,,,
05784,404,,,,
05785,404,,,,
05786,404,,,,
05787,404,,,,
05788,404,,,,
05789,404,,,,
05790,404,,,,
05791,404,,,,
05792,404,,,,
05793,404,,,,
05794,404,,,,
05795,404,,,,
05796,404,,,,
05797,404,,,,
05798,404,,,,
05799,404,,,,
05800,404,,,,
05801,404,,,,
05802,404,,,,
05803,404,,,,
05804,404,,,,
05805,404,,,,
05806,404,,,,
05807,404,,,,
05808,404,,,,
05809,404,,,,
05810,404,,,,
05811,404,,,,
05812,404,,,,
05813,404,,,,
05814,404,,,,
05815,404,,,,
05816,404,,,,
05817,404,,,,
05818,404,,,,
05819,404,,,,
05820,404,,,,
05821,404,,,,
05822,404,,,,
05823,404,,,,
05824,404,,,,
05825,404,,,,
05826,404,,,,
05827,404,,,,
05828,404,,,,
05829,404,,,,
05830,404,,,,
05831,404,,,,
05832,404,,,,
05833,404,,,,
05834,404,,,,
05835,404,,,,
05836,404,,,,
05837,404,,,,
05838,404,,,,
05839,404,,,,
05840,404,,,,
05841,404,,,,
05842,404,,,,
05843,404,,,,
05844,404,,,,
05845,404,,,,
05846,404,,,,
05847,404,,,,
05848,404,,,,
05849,404,,,,
05850,404,,,,
05851,404,,,,
05852,404,,,,
05853,404,,,,
05854,404,,,,
05855,404,,,,
05856,404,,,,
05857,404,,,,
05858,404,,,,
05859,404,,,,
05860,404,,,,
05861,404,,,,
05862,404,,,,
05863,404,,,,
05864,404,,,,
05865,404,,,,
05866,404,,,,
05867,404,,,,
05868,404,,,,
05869,404,,,,
05870,404,,,,
05871,404,,,,
05872,404,,,,
05873,404,,,,
05874,404,,,,
05875,404,,,,
05876,404,,,,
05877,404,,,,
05878,404,,,,
05879,404,,,,
05880,404,,,,
05881,404,,,,
05882,404,,,,
05883,404,,,,
05884,404,,,,
05885,404,,,,
05886,404,,,,
05887,404,,,,
05888,404,,,,
05889,404,,,,
05890,404,,,,
05891,404,,,,
05892,404,,,,
05893,404,,,,
05894,404,,,,
05895,404,,,,
05896,404,,,,
05897,404,,,,
05898,404,,,,
05899,404,,,,
05900,404,,,,
05901,404,,,,
05902,404,,,,
05903,404,,,,
05904,404,,,,
05905,404,,,,
05906,404,,,,
05907,404,,,,
05908,404,,,,
05909,404,,,,
05910,404,,,,
05911,404,,,,
05912,404,,,,
05913,404,,,,
05914,404,,,,
05915,404,,,,
05916,404,,,,
05917,404,,,,
05918,404,,,,
05919,404,,,,
05920,404,,,,
05921,404,,,,
05922,404,,,,
05923,404,,,,
05924,404,,,,
05925,404,,,,
05926,404,,,,
05927,404,,,,
05928,404,,,,
05929,404,,,,
05930,404,,,,
05931,404,,,,
05932,404,,,,
05933,404,,,,
05934,404,,,,
05935,404,,,,
05936,404,,,,
05937,404,,,,
05938,404,,,,
05939,404,,,,
05940,404,,,,
05941,404,,,,
05942,404,,,,
05943,404,,,,
05944,404,,,,
05945,404,,,,
05946,404,,,,
05947,404,,,,
05948,404,,,,
05949,404,,,,
05950,404,,,,
05951,404,,,,
05952,404,,,,
05953,404,,,,
05954,404,,,,
05955,404,,,,
05956,404,,,,
05957,404,,,,
05958,404,,,,
05959,404,,,,
05960,404,,,,
05961,404,,,,
05962,404,,,,
05963,404,,,,
05964,404,,,,
05965,404,,,,
05966,404,,,,
05967,404,,,,
05968,404,,,,
05969,404,,,,
05970,404,,,,
05971,404,,,,
05972,404,,,,
05973,404,,,,
05974,404,,,,
05975,404,,,,
05976,404,,,,
05977,404,,,,
05978,404,,,,
05979,404,,,,
05980,404,,,,
05981,404,,,,
05982,404,,,,
05983,404,,,,
05984,404,,,,
05985,404,,,,
05986,404,,,,
05987,404,,,,
05988,404,,,,
05989,404,,,,
05990,404,,,,
05991,404,,,,
05992,404,,,,
05993,404,,,,
05994,404,,,,
05995,404,,,,
05996,404,,,,
05997,404,,,,
05998,404,,,,
05999,404,,,,
06000,404,,,,
06001,404,,,,
06002,404,,,,
06003,404,,,,
06004,404,,,,
06005,404,,,,
06006,404,,,,
06007,404,,,,
06008,404,,,,
06009,404,,,,
06010,404,,,,
06011,404,,,,
06012,404,,,,
06013,404,,,,
06014,404,,,,
06015,404,,,,
06016,404,,,,
06017,404,,,,
06018,404,,,,
06019,404,,,,
06020,404,,,,
06021,404,,,,
06022,404,,,,
06023,404,,,,
06024,404,,,,
06025,404,,,,
06026,404,,,,
06027,404,,,,
06028,404,,,,
06029,404,,,,
06030,404,,,,
06031,404,,,,
06032,404,,,,
06033,404,,,,
06034,404,,,,
06035,404,,,,
06036,404,,,,
06037,404,,,,
06038,404,,,,
06039,404,,,,
06040,404,,,,
06041,404,,,,
06042,404,,,,
06043,404,,,,
06044,404,,,,
06045,404,,,,
06046,404,,,,
06047,404,,,,
06048,404,,,,
06049,404,,,,
06050,404,,,,
06051,404,,,,
06052,404,,,,
06053,404,,,,
06054,404,,,,
06055,404,,,,
06056,404,,,,
06057,404,,,,
06058,404,,,,
06059,404,,,,
06060,404,,,,
06061,404,,,,
06062,404,,,,
06063,404,,,,
06064,404,,,,
06065,404,,,,
06066,404,,,,
06067,404,,,,
06068,404,,,,
06069,404,,,,
06070,404,,,,
06071,404,,,,
06072,404,,,,
06073,404,,,,
06074,404,,,,
06075,404,,,,
06076,404,,,,
06077,404,,,,
06078,404,,,,
06079,404,,,,
06080,404,,,,
06081,404,,,,
06082,404,,,,
06083,404,,,,
06084,404,,,,
06085,404,,,,
06086,404,,,,
06087,404,,,,
06088,404,,,,
06089,404,,,,
06090,404,,,,
06091,404,,,,
06092,404,,,,
06093,404,,,,
06094,404,,,,
06095,404,,,,
06096,404,,,,
06097,404,,,,
06098,404,,,,
06099,404,,,,
06100,404,,,,
06101,404,,,,
06102,404,,,,
06103,404,,,,
06104,404,,,,
06105,404,,,,
06106,404,,,,
06107,404,,,,
06108,404,,,,
06109,404,,,,
06110,404,,,,
06111,404,,,,
06112,404,,,,
06113,404,,,,
06114,404,,,,
06115,404,,,,
06116,404,,,,
06117,404,,,,
06118,404,,,,
06119,404,,,,
06120,404,,,,
06121,404,,,,
06122,404,,,,
06123,404,,,,
06124,404,,,,
06125,404,,,,
06126,404,,,,
06127,404,,,,
06128,404,,,,
06129,404,,,,
06130,404,,,,
06131,404,,,,
06132,404,,,,
06133,404,,,,
06134,404,,,,
06135,404,,,,
06136,404,,,,
06137,404,,,,
06138,404,,,,
06139,404,,,,
06140,404,,,,
06141,404,,,,
06142,404,,,,
06143,404,,,,
06144,404,,,,
06145,404,,,,
06146,404,,,,
06147,404,,,,
06148,404,,,,
06149,404,,,,
06150,404,,,,
06151,404,,,,
06152,404,,,,
06153,404,,,,
06154,404,,,,
06155,404,,,,
06156,404,,,,
06157,404,,,,
06158,404,,,,
06159,404,,,,
06160,404,,,,
06161,404,,,,
06162,404,,,,
06163,404,,,,
06164,404,,,,
06165,404,,,,
06166,404,,,,
06167,404,,,,
06168,404,,,,
06169,404,,,,
06170,404,,,,
06171,404,,,,
06172,404,,,,
06173,404,,,,
06174,404,,,,
06175,404,,,,
06176,404,,,,
06177,404,,,,
06178,404,,,,
06179,404,,,,
06180,404,,,,
06181,404,,,,
06182,404,,,,
06183,404,,,,
06184,404,,,,
06185,404,,,,
06186,404,,,,
06187,404,,,,
06188,404,,,,
06189,404,,,,
06190,404,,,,
06191,404,,,,
06192,404,,,,
06193,404,,,,
06194,404,,,,
06195,404,,,,
06196,404,,,,
06197,404,,,,
06198,404,,,,
06199,404,,,,
06200,404,,,,
06201,404,,,,
06202,404,,,,
06203,404,,,,
06204,404,,,,
06205,404,,,,
06206,404,,,,
06207,404,,,,
06208,404,,,,
06209,404,,,,
06210,404,,,,
06211,404,,,,
06212,404,,,,
06213,404,,,,
06214,404,,,,
06215,404,,,,
06216,404,,,,
06217,404,,,,
06218,404,,,,
06219,404,,,,
06220,404,,,,
06221,404,,,,
06222,404,,,,
06223,404,,,,
06224,404,,,,
06225,404,,,,
06226,404,,,,
06227,404,,,,
06228,404,,,,
06229,404,,,,
06230,404,,,,
06231,404,,,,
06232,404,,,,
06233,404,,,,
06234,404,,,,
06235,404,,,,
06236,404,,,,
06237,404,,,,
06238,404,,,,
06239,404,,,,
06240,404,,,,
06241,404,,,,
06242,404,,,,
06243,404,,,,
06244,404,,,,
06245,404,,,,
06246,404,,,,
06247,404,,,,
06248,404,,,,
06249,404,,,,
06250,404,,,,
06251,404,,,,
06252,404,,,,
06253,404,,,,
06254,404,,,,
06255,404,,,,
06256,404,,,,
06257,404,,,,
06258,404,,,,
06259,404,,,,
06260,404,,,,
06261,404,,,,
06262,404,,,,
06263,404,,,,
06264,404,,,,
06265,404,,,,
06266,404,,,,
06267,404,,,,
06268,404,,,,
06269,404,,,,
06270,404,,,,
06271,404,,,,
06272,404,,,,
06273,404,,,,
06274,404,,,,
06275,404,,,,
06276,404,,,,
06277,404,,,,
06278,404,,,,
06279,404,,,,
06280,404,,,,
06281,404,,,,
06282,404,,,,
06283,404,,,,
06284,404,,,,
06285,404,,,,
06286,404,,,,
06287,404,,,,
06288,404,,,,
06289,404,,,,
06290,404,,,,
06291,404,,,,
06292,404,,,,
06293,404,,,,
06294,404,,,,
06295,404,,,,
06296,404,,,,
06297,404,,,,
06298,404,,,,
06299,404,,,,
06300,404,,,,
06301,404,,,,
06302,404,,,,
06303,404,,,,
06304,404,,,,
06305,404,,,,
06306,404,,,,
06307,404,,,,
06308,404,,,,
06309,404,,,,
06310,404,,,,
06311,404,,,,
06312,404,,,,
06313,404,,,,
06314,404,,,,
06315,404,,,,
06316,404,,,,
06317,404,,,,
06318,404,,,,
06319,404,,,,
06320,404,,,,
06321,404,,,,
06322,404,,,,
06323,404,,,,
06324,404,,,,
06325,404,,,,
06326,404,,,,
06327,404,,,,
06328,404,,,,
06329,404,,,,
06330,404,,,,
06331,404,,,,
06332,404,,,,
06333,404,,,,
06334,404,,,,
06335,404,,,,
06336,404,,,,
06337,404,,,,
06338,404,,,,
06339,404,,,,
06340,404,,,,
06341,404,,,,
06342,404,,,,
06343,404,,,,
06344,404,,,,
06345,404,,,,
06346,404,,,,
06347,404,,,,
06348,404,,,,
06349,404,,,,
06350,404,,,,
06351,404,,,,
06352,404,,,,
06353,404,,,,
06354,404,,,,
06355,404,,,,
06356,404,,,,
06357,404,,,,
06358,404,,,,
06359,404,,,,
06360,404,,,,
06361,404,,,,
06362,404,,,,
06363,404,,,,
06364,404,,,,
06365,404,,,,
06366,404,,,,
06367,404,,,,
06368,404,,,,
06369,404,,,,
06370,404,,,,
06371,404,,,,
06372,404,,,,
06373,404,,,,
06374,404,,,,
06375,404,,,,
06376,404,,,,
06377,404,,,,
06378,404,,,,
06379,404,,,,
06380,404,,,,
06381,404,,,,
06382,404,,,,
06383,404,,,,
06384,404,,,,
06385,404,,,,
06386,404,,,,
06387,404,,,,
06388,404,,,,
06389,404,,,,
06390,404,,,,
06391,404,,,,
06392,404,,,,
06393,404,,,,
06394,404,,,,
06395,404,,,,
06396,404,,,,
06397,404,,,,
06398,404,,,,
06399,404,,,,
06400,404,,,,
06401,404,,,,
06402,404,,,,
06403,404,,,,
06404,404,,,,
06405,404,,,,
06406,404,,,,
06407,404,,,,
06408,404,,,,
06409,404,,,,
06410,404,,,,
06411,404,,,,
06412,404,,,,
06413,404,,,,
06414,404,,,,
06415,404,,,,
06416,404,,,,
06417,404,,,,
06418,404,,,,
06419,404,,,,
06420,404,,,,
06421,404,,,,
06422,404,,,,
06423,404,,,,
06424,404,,,,
06425,404,,,,
06426,404,,,,
06427,404,,,,
06428,404,,,,
06429,404,,,,
06430,404,,,,
06431,404,,,,
06432,404,,,,
06433,404,,,,
06434,404,,,,
06435,404,,,,
06436,404,,,,
06437,404,,,,
06438,404,,,,
06439,404,,,,
06440,404,,,,
06441,404,,,,
06442,404,,,,
06443,404,,,,
06444,404,,,,
06445,404,,,,
06446,404,,,,
06447,404,,,,
06448,404,,,,
06449,404,,,,
06450,404,,,,
06451,404,,,,
06452,404,,,,
06453,404,,,,
06454,404,,,,
06455,404,,,,
06456,404,,,,
06457,404,,,,
06458,404,,,,
06459,404,,,,
06460,404,,,,
06461,404,,,,
06462,404,,,,
06463,404,,,,
06464,404,,,,
06465,404,,,,
06466,404,,,,
06467,404,,,,
06468,404,,,,
06469,404,,,,
06470,404,,,,
06471,404,,,,
06472,404,,,,
06473,404,,,,
06474,404,,,,
06475,404,,,,
06476,404,,,,
06477,404,,,,
06478,404,,,,
06479,404,,,,
06480,404,,,,
06481,404,,,,
06482,404,,,,
06483,404,,,,
06484,404,,,,
06485,404,,,,
06486,404,,,,
06487,404,,,,
06488,404,,,,
06489,404,,,,
06490,404,,,,
06491,404,,,,
06492,404,,,,
06493,404,,,,
06494,404,,,,
06495,404,,,,
06496,404,,,,
06497,404,,,,
06498,404,,,,
06499,404,,,,
06500,404,,,,
06501,404,,,,
06502,404,,,,
06503,404,,,,
06504,404,,,,
06505,404,,,,
06506,404,,,,
06507,404,,,,
06508,404,,,,
06509,404,,,,
06510,404,,,,
06511,404,,,,
06512,404,,,,
06513,404,,,,
06514,404,,,,
06515,404,,,,
06516,404,,,,
06517,404,,,,
06518,404,,,,
06519,404,,,,
06520,404,,,,
06521,404,,,,
06522,404,,,,
06523,404,,,,
06524,404,,,,
06525,404,,,,
06526,404,,,,
06527,404,,,,
06528,404,,,,
06529,404,,,,
06530,404,,,,
06531,404,,,,
06532,404,,,,
06533,404,,,,
06534,404,,,,
06535,404,,,,
06536,404,,,,
06537,404,,,,
06538,404,,,,
06539,404,,,,
06540,404,,,,
06541,404,,,,
06542,404,,,,
06543,404,,,,
06544,404,,,,
06545,404,,,,
06546,404,,,,
06547,404,,,,
06548,404,,,,
06549,404,,,,
06550,404,,,,
06551,404,,,,
06552,404,,,,
06553,404,,,,
06554,404,,,,
06555,404,,,,
06556,404,,,,
06557,404,,,,
06558,404,,,,
06559,404,,,,
06560,404,,,,
06561,404,,,,
06562,404,,,,
06563,404,,,,
06564,404,,,,
06565,404,,,,
06566,404,,,,
06567,404,,,,
06568,404,,,,
06569,404,,,,
06570,404,,,,
06571,404,,,,
06572,404,,,,
06573,404,,,,
06574,404,,,,
06575,404,,,,
06576,404,,,,
06577,404,,,,
06578,404,,,,
06579,404,,,,
06580,404,,,,
06581,404,,,,
06582,404,,,,
06583,404,,,,
06584,404,,,,
06585,404,,,,
06586,404,,,,
06587,404,,,,
06588,404,,,,
06589,404,,,,
06590,404,,,,
06591,404,,,,
06592,404,,,,
06593,404,,,,
06594,404,,,,
06595,404,,,,
06596,404,,,,
06597,404,,,,
06598,404,,,,
06599,404,,,,
06600,404,,,,
06601,404,,,,
06602,404,,,,
06603,404,,,,
06604,404,,,,
06605,404,,,,
06606,404,,,,
06607,404,,,,
06608,404,,,,
06609,404,,,,
06610,404,,,,
06611,404,,,,
06612,404,,,,
06613,404,,,,
06614,404,,,,
06615,404,,,,
06616,404,,,,
06617,404,,,,
06618,404,,,,
06619,404,,,,
06620,404,,,,
06621,404,,,,
06622,404,,,,
06623,404,,,,
06624,404,,,,
06625,404,,,,
06626,404,,,,
06627,404,,,,
06628,404,,,,
06629,404,,,,
06630,404,,,,
06631,404,,,,
06632,404,,,,
06633,404,,,,
06634,404,,,,
06635,404,,,,
06636,404,,,,
06637,404,,,,
06638,404,,,,
06639,404,,,,
06640,404,,,,
06641,404,,,,
06642,404,,,,
06643,404,,,,
06644,404,,,,
06645,404,,,,
06646,404,,,,
06647,404,,,,
06648,404,,,,
06649,404,,,,
06650,404,,,,
06651,404,,,,
06652,404,,,,
06653,404,,,,
06654,404,,,,
06655,404,,,,
06656,404,,,,
06657,404,,,,
06658,404,,,,
06659,404,,,,
06660,404,,,,
06661,404,,,,
06662,404,,,,
06663,404,,,,
06664,404,,,,
06665,404,,,,
06666,404,,,,
06667,404,,,,
06668,404,,,,
06669,404,,,,
06670,404,,,,
06671,404,,,,
06672,404,,,,
06673,404,,,,
06674,404,,,,
06675,404,,,,
06676,404,,,,
06677,404,,,,
06678,404,,,,
06679,404,,,,
06680,404,,,,
06681,404,,,,
06682,404,,,,
06683,404,,,,
06684,404,,,,
06685,404,,,,
06686,404,,,,
06687,404,,,,
06688,404,,,,
06689,404,,,,
06690,404,,,,
06691,404,,,,
06692,404,,,,
06693,404,,,,
06694,404,,,,
06695,404,,,,
06696,404,,,,
06697,404,,,,
06698,404,,,,
06699,404,,,,
06700,404,,,,
06701,404,,,,
06702,404,,,,
06703,404,,,,
06704,404,,,,
06705,404,,,,
06706,404,,,,
06707,404,,,,
06708,404,,,,
06709,404,,,,
06710,404,,,,
06711,404,,,,
06712,404,,,,
06713,404,,,,
06714,404,,,,
06715,404,,,,
06716,404,,,,
06717,404,,,,
06718,404,,,,
06719,404,,,,
06720,404,,,,
06721,404,,,,
06722,404,,,,
06723,404,,,,
06724,404,,,,
06725,404,,,,
06726,404,,,,
06727,404,,,,
06728,404,,,,
06729,404,,,,
06730,404,,,,
06731,404,,,,
06732,404,,,,
06733,404,,,,
06734,404,,,,
06735,404,,,,
06736,404,,,,
06737,404,,,,
06738,404,,,,
06739,404,,,,
06740,404,,,,
06741,404,,,,
06742,404,,,,
06743,404,,,,
06744,404,,,,
06745,404,,,,
06746,404,,,,
06747,404,,,,
06748,404,,,,
06749,404,,,,
06750,404,,,,
06751,404,,,,
06752,404,,,,
06753,404,,,,
06754,404,,,,
06755,404,,,,
06756,404,,,,
06757,404,,,,
06758,404,,,,
06759,404,,,,
06760,404,,,,
06761,404,,,,
06762,404,,,,
06763,404,,,,
06764,404,,,,
06765,404,,,,
06766,404,,,,
06767,404,,,,
06768,404,,,,
06769,404,,,,
06770,404,,,,
06771,404,,,,
06772,404,,,,
06773,404,,,,
06774,404,,,,
06775,404,,,,
06776,404,,,,
06777,404,,,,
06778,404,,,,
06779,404,,,,
06780,404,,,,
06781,404,,,,
06782,404,,,,
06783,404,,,,
